Date,Close,High,Low,Open,Volume
2020-06-11,691.219482421875,704.8172743086072,688.2077385143969,703.9407414982666,20385805
2020-06-12,714.189697265625,716.0776552194108,672.924169196797,674.2727360709879,38548899
2020-06-15,725.7647705078125,731.3387563203479,701.7381741898191,703.4912994111404,53107403
2020-06-16,727.1806640625,741.0481806936685,712.6163324095153,738.5534152661882,51187003
2020-06-17,726.1243286132812,735.159560417052,720.1682571993283,722.9327480146142,41782053
2020-06-18,744.3521728515625,748.4427585087822,721.74156125064,722.3709004133316,40471557
2020-06-19,790.8770141601562,804.0927203501327,747.0942467519249,750.6903261392612,105804173
2020-06-22,784.9209594726562,811.0152901303186,779.90883714488,797.1702444845414,60198705
2020-06-23,773.5706787109375,792.83240486235,771.4129953643138,786.6515522559022,37962078
2020-06-24,776.6947631835938,796.855553260014,769.4351285440347,780.313374152456,51586221
2020-06-25,772.22216796875,786.2021069841788,770.0420123108671,776.3127539840192,39679374
2020-06-26,782.8980102539062,787.5505181031782,771.8174569248488,777.1217760170375,30921913
2020-06-29,774.5820922851562,782.0440358258111,771.1657900960829,776.7847199037966,25621946
2020-06-30,766.0188598632812,782.6059245493964,762.1754677566296,780.807914512527,30276420
2020-07-01,781.0775756835938,786.2020588284339,767.7943931621406,773.1661294381369,28464103
2020-07-02,794.5241088867188,797.7963678741063,783.1050776743974,786.6932867305611,28789533
2020-07-03,806.9586791992188,809.2605842388523,797.9769338084662,803.3027790862244,29434266
2020-07-06,835.7996215820312,838.5979258395846,808.8543255351691,814.6766894354603,47016185
2020-07-07,823.0039672851562,841.463976689244,815.2634586435034,839.5006450288294,35189589
2020-07-08,811.5172729492188,828.1943991602055,807.9065001671087,823.2747585521189,26204095
2020-07-09,823.3650512695312,828.2170013060332,806.2139692943585,816.4820787561033,36418942
2020-07-10,847.6474609375,850.6037702244128,823.3650864259226,825.2833506758969,43759967
2020-07-13,873.3515014648438,879.0835514065949,857.5544142629645,859.066414273634,69608392
2020-07-14,865.2272338867188,876.3754426124376,851.8223070969156,872.9001111198423,67331128
2020-07-15,832.2791748046875,893.1204354338983,811.5173778538364,874.6829879546605,139669773
2020-07-16,832.0083618164062,843.5627758296462,818.0392246836387,833.6331798351821,60961724
2020-07-17,862.8351440429688,866.581298459645,829.5710262803591,832.7304674212536,49726765
2020-07-20,866.5361938476562,871.9974807956106,857.3965026239393,865.5884031998371,36592938
2020-07-21,889.84814453125,892.3079949125722,874.0285529843062,875.1569121232839,42173371
2020-07-22,904.4942626953125,907.202312550526,884.9510213382299,895.0159986639695,59771457
2020-07-23,928.7764892578125,938.6608971636242,898.7846324946036,904.4715545647441,58333751
2020-07-24,968.6527709960938,976.2578974882695,928.7765056243875,928.866760017871,120597372
2020-07-27,973.1888427734375,992.4161339989756,960.4158156178775,983.3892613715004,80304827
2020-07-28,982.8927001953125,990.2496273324197,970.6838232619775,973.1888006028569,55114422
2020-07-29,946.311279296875,985.1945694094204,934.4860429521891,982.9830381867582,72663399
2020-07-30,951.8177490234375,965.7416994124951,935.1856889845394,947.372003332624,72857444
2020-07-31,932.9740600585938,960.9122737981927,926.5198556854664,954.3678150249528,74958061
2020-08-03,906.7509765625,928.4154946857375,904.0879942280135,925.8428264432459,46715383
2020-08-04,970.661376953125,978.0634321827964,902.8017624032967,911.9866406350051,92041055
2020-08-05,959.7612915039062,991.1522713264957,956.0828280071764,978.9660179222315,74549993
2020-08-06,963.2141723632812,978.379359794549,951.3438079467057,973.549973124917,49322975
2020-08-07,968.7881469726562,973.9109194619942,956.940407442753,961.2732749175092,32984416
2020-08-10,956.7825317382812,977.1607467636378,951.4792497470256,974.4978239673667,26958997
2020-08-11,963.0787963867188,974.9040336698868,947.9812996710002,963.5301281069163,46828306
2020-08-12,960.2803344726562,968.1337801877427,950.8923849420117,957.3014618538515,30264617
2020-08-13,957.775390625,965.3805171577782,952.3366680076899,960.4608766898883,24830322
2020-08-14,954.0518798828125,973.549934599968,942.9713613334557,958.0011068702576,33224635
2020-08-17,943.9192504882812,950.0800687191717,934.328167937496,950.0800687191717,30979066
2020-08-18,956.1957397460938,963.3044077157676,939.8570673079405,941.0531171539242,30547672
2020-08-19,962.0631713867188,972.1958989128857,957.4594807962734,966.3284079855683,34087543
2020-08-20,946.4917602539062,958.6103827292058,942.4070922309022,956.8501235506358,22537845
2020-08-21,939.6312866210938,957.7527802352405,937.4422595220204,955.9473939838368,25280895
2020-08-24,945.9050903320312,949.854317250222,934.5086218851164,943.9417586729289,32717218
2020-08-25,939.7442626953125,952.9235547016002,937.8937489378307,950.5313951315512,19388008
2020-08-26,964.6585083007812,969.4653315021213,923.9021368360374,941.0532201142951,59870421
2020-08-27,952.6075439453125,970.3905257659359,949.2901575537568,969.4878026998181,28085062
2020-08-28,955.112548828125,962.6725488024437,950.6442396447251,956.8501848269598,27166900
2020-08-31,939.1123046875,981.2227244337602,929.9274278526689,981.2227244337602,62076132
2020-09-01,942.0687255859375,957.9334441866578,930.8527654130116,947.8233392331533,38616258
2020-09-02,960.5512084960938,964.9743904615849,941.0531538410881,944.2125354209737,26949439
2020-09-03,953.2846069335938,965.3129161947521,949.177375013291,960.4609660708118,18586429
2020-09-04,937.55517578125,946.4466666938623,935.2758940537118,940.3986668867657,28475945
2020-09-07,939.9924926757812,950.4185474757394,922.6608419794579,940.6018292728933,21926473
2020-09-08,951.02783203125,957.3014676946553,939.0220273942846,944.2124909097532,27397082
2020-09-09,975.51318359375,978.42436533271,939.4507631107281,941.0530770623151,55310877
2020-09-10,1044.4111328125,1058.380270975466,981.832175492863,985.3301307802309,140304404
2020-09-11,1047.006103515625,1055.1754392235675,1032.2698057113957,1043.5082682863067,59470807
2020-09-14,1039.2430419921875,1065.1727948098135,1029.967851123539,1049.3757689779331,44063445
2020-09-15,1046.60009765625,1049.7143521325797,1032.7437783357252,1043.4858431799203,27178393
2020-09-16,1049.172607421875,1069.3928153950412,1042.8538446608136,1047.1189617708817,33952295
2020-09-17,1037.528076171875,1053.3025400234242,1034.4137023752521,1047.1190390154095,25828669
2020-09-18,1040.664794921875,1046.8707395543606,1027.5080681415218,1044.52376716858,33074915
2020-09-21,1018.1654052734375,1054.3405874780703,1014.3288768661703,1038.0921685931473,33627381
2020-09-22,997.990234375,1027.7112111815643,993.6573068799258,1027.7112111815643,34792254
2020-09-23,1006.8590698242188,1027.5983602691515,995.3498434566727,1020.0383606869218,42988708
2020-09-24,984.4724731445312,1004.6926220511629,982.1480045429355,996.5233454684201,29826318
2020-09-25,993.7250366210938,998.7349916951074,978.1988318727759,987.9929866283342,28374935
2020-09-28,1000.2921142578125,1010.1088922605071,996.1397551110359,1005.1440644113056,19666849
2020-09-29,1013.2908325195312,1021.8437503790619,1000.2921093414723,1004.2413960622814,25842539
2020-09-30,1008.4614868164062,1023.1977860425367,1004.2413772750692,1020.0384044786468,24465159
2020-10-01,1004.354248046875,1021.753530546787,999.2766020471888,1021.753530546787,20783227
2020-10-05,998.464111328125,1015.1412378353376,995.665807141331,1012.8168289308439,18922799
2020-10-06,997.629150390625,1008.2582772733267,993.7024274130506,1004.3541775876134,18412175
2020-10-07,1018.91015625,1042.154366526615,1001.9847094184659,1008.7548642742527,53170865
2020-10-08,1010.673095703125,1023.6493164926853,1002.9325859432257,1019.5871516008747,21077808
2020-10-09,1008.0552368164062,1016.8790372265936,1000.6757456073183,1008.7548278164428,18545499
2020-10-12,1009.679931640625,1018.1200304282671,1004.8054782196958,1008.754704748335,14226473
2020-10-13,1029.38134765625,1031.6606295627953,1004.6250177214829,1006.7689180188713,23112012
2020-10-14,1032.4503173828125,1039.897498590876,1023.8747175024403,1028.5687815922101,26742011
2020-10-15,995.8915405273438,1033.578784334854,990.7010764378003,1033.578784334854,20036197
2020-10-16,982.0352172851562,1007.6263990747995,980.6134716986062,999.7279451318866,21583600
2020-10-19,982.2157592773438,1005.9113606750328,972.7149909324551,988.466891534098,31200385
2020-10-20,973.0534057617188,989.7982821843228,971.4059645919401,983.4794597665089,18482288
2020-10-21,958.9263916015625,989.3470196032074,946.8077683832299,978.5147603722606,34082321
2020-10-22,950.9600830078125,962.4919326942683,943.761160688031,960.1900874152456,30802210
2020-10-23,953.71337890625,963.6203515996452,946.198506037611,950.5313739814042,23422125
2020-10-26,915.8228759765625,948.7032904489811,911.0386173077986,948.7032904489811,37324416
2020-10-27,918.2603149414062,929.7018515417203,904.9456412841947,918.4408237514781,36478896
2020-10-28,907.856689453125,928.7313602939352,906.0287395604777,921.5549423109278,29924017
2020-10-29,914.8300170898438,921.645358569465,898.6267852210569,901.3348351173212,30655304
2020-10-30,927.2870483398438,932.0713070827725,912.5280676575319,917.8087852454236,34021563
2020-11-02,847.3766479492188,914.8751840367496,839.1170566069392,914.8751840367496,99366895
2020-11-03,835.167724609375,861.6165021715815,828.2621884933044,853.0409611809424,88691623
2020-11-04,863.5121459960938,870.6434375225641,829.1197275153525,829.1197275153525,80180117
2020-11-05,882.3784790039062,885.0639656422641,871.99755010343,882.3559154005966,37205373
2020-11-06,915.8455200195312,920.7425971059893,892.8269476303738,898.1754160907856,66674086
2020-11-09,925.5719604492188,933.8315508837121,918.9371879060812,930.7172966945931,35838510
2020-11-10,940.8500366210938,943.3098869382017,921.2842908558239,937.4423956918613,36934242
2020-11-11,901.425048828125,945.5665526357731,892.8043809348467,942.858502861752,56724780
2020-11-12,893.6619262695312,906.502703689629,886.8917719189561,894.1133176465529,40046527
2020-11-13,901.06396484375,919.2305871473199,894.4518154997988,894.564633496026,45388670
2020-11-14,903.7269897460938,909.5944812873773,900.5901715592453,909.4139724729714,5226220
2020-11-17,899.642333984375,941.0532293885002,895.9187427136874,941.0532293885002,46542562
